600137, 浪莎股份, 12.16
603008, 喜临门, 17.50
002858, 力盛赛车, 10.09
300478, 杭州高新, 7.72
300086, 康芝药业, 5.05
300720, 海川智能, 20.80
300403, 汉宇集团, 6.24
601016, 节能风电, 3.57
000690, 宝新能源, 7.14
300239, 东宝生物, 5.06
300611, 美力科技, 8.64
300209, 天泽信息, 8.94
300234, 开尔新材, 5.37
002374, 丽鹏股份, 2.09
600289, *ST信通, 4.19
603825, 华扬联众, 15.57
603508, 思维列控, 22.76
300707, 威唐工业, 14.69
600605, 汇通能源, 11.71
603815, 交建股份, 9.92
300631, 久吾高科, 15.04
002689, 远大智能, 3.01
300800, 力合科技, 28.30
000606, 顺利办, 2.71
300344, 太空智造, 4.82
300790, 宇瞳光学, 17.48
688111, 金山办公, 414.96
603701, 德宏股份, 7.87
000902, 新洋丰, 17.58
605050, 福然德, 10.92
600393, 粤泰股份, 1.82
300336, 新文化, 2.73
300198, 纳川股份, 4.25
300694, 蠡湖股份, 9.72
003000, 华文食品, 13.37
002889, 东方嘉盛, 23.10
300791, 仙乐健康, 107.21
002084, 海鸥住工, 6.40
300052, 中青宝, 8.54
688155, 先惠技术, 62.85
605318, 法狮龙, 14.65
300155, 安居宝, 6.41
688668, 鼎通科技, 27.17
603329, 上海雅仕, 11.61
688336, 三生国健, 22.33
300860, 锋尚文化, 123.53
300716, 国立科技, 7.06
002313, 日海智能, 11.36
300664, 鹏鹞环保, 7.37
600815, *ST厦工, 2.15
603601, 再升科技, 12.93
002890, 弘宇股份, 20.94
603730, 岱美股份, 28.95
000951, 中国重汽, 40.10
603687, 大胜达, 8.64
600452, 涪陵电力, 17.59
300400, 劲拓股份, 12.04
300512, 中亚股份, 9.88
300773, 拉卡拉, 30.90
002563, 森马服饰, 9.27
600075, 新疆天业, 5.57
603029, 天鹅股份, 11.79
605336, 帅丰电器, 26.07
300917, 特发服务, 38.85
000839, 中信国安, 2.18
300466, 赛摩智能, 5.30
600816, *ST安信, 1.56
300119, 瑞普生物, 18.72
300491, 通合科技, 13.11
300528, 幸福蓝海, 5.62
603358, 华达科技, 14.99
300745, 欣锐科技, 17.18
688360, 德马科技, 29.37
603808, 歌力思, 13.75
002833, 弘亚数控, 41.27
300359, 全通教育, 5.63
000415, 渤海租赁, 2.19
603628, 清源股份, 8.78
300311, 任子行, 5.34
603580, 艾艾精工, 11.31
003007, 直真科技, 26.71
300097, 智云股份, 8.80
300106, 西部牧业, 13.84
300471, 厚普股份, 9.44
300789, 唐源电气, 44.10
000829, 天音控股, 6.93
688308, 欧科亿, 25.86
603316, 诚邦股份, 6.63
603578, 三星新材, 20.85
300485, 赛升药业, 13.28
600613, 神奇制药, 4.43
300235, 方直科技, 12.35
300117, 嘉寓股份, 3.17
300467, 迅游科技, 11.73
300014, 亿纬锂能, 92.00
603587, 地素时尚, 18.09
300275, 梅安森, 10.80
603408, 建霖家居, 15.25
002531, 天顺风能, 7.95
688086, 紫晶存储, 40.14
601615, 明阳智能, 18.82
688555, 泽达易盛, 32.23
688339, 亿华通-U, 238.02
603633, 徕木股份, 8.63
603499, 翔港科技, 7.36
000422, ST宜化, 2.88
688108, 赛诺医疗, 12.17
688002, 睿创微纳, 105.70
002673, 西部证券, 10.90
300084, 海默科技, 3.85
603667, 五洲新春, 7.07
002325, 洪涛股份, 2.25
688585, 上纬新材, 11.28
605068, 明新旭腾, 30.95
603309, 维力医疗, 10.97
688335, 复洁环保, 34.85
002630, 华西能源, 2.26
600455, 博通股份, 17.76
300837, 浙矿股份, 45.86
300109, 新开源, 11.66
603615, 茶花股份, 9.07
002770, ST科迪, 1.62
002927, 泰永长征, 11.03
688358, 祥生医疗, 46.41
600262, 北方股份, 17.85
603022, 新通联, 10.40
600242, *ST中昌, 1.95
600989, 宝丰能源, 14.00
300531, 优博讯, 15.00
300297, 蓝盾股份, 4.24
300675, 建科院, 15.66
300519, 新光药业, 14.36
300542, 新晨科技, 12.73
300793, 佳禾智能, 17.30
000812, 陕西金叶, 2.94
688056, 莱伯泰科, 30.07
300561, 汇金科技, 14.06
300785, 值得买, 83.06
002765, 蓝黛科技, 4.58
603023, 威帝股份, 3.93
600343, 航天动力, 10.48
002676, 顺威股份, 2.95
000058, 深 赛 格, 6.23
300437, 清水源, 9.19
003004, 声迅股份, 28.89
600766, 园城黄金, 4.27
300604, 长川科技, 36.80
600346, 恒力石化, 35.50
603042, 华脉科技, 12.82
000838, 财信发展, 2.63
603180, 金牌厨柜, 50.34
300724, 捷佳伟创, 138.20
300750, 宁德时代, 380.55
600978, *ST宜生, 0.99
600825, 新华传媒, 4.29
300148, 天舟文化, 2.97
002591, 恒大高新, 4.95
000793, 华闻集团, 2.31
000680, 山推股份, 3.97
300605, 恒锋信息, 10.92
002590, 万安科技, 6.62
002748, 世龙实业, 5.30
688228, 开普云, 43.74
300338, 开元教育, 5.64
605166, 聚合顺, 8.96
002286, 保龄宝, 9.96
688379, 华光新材, 23.25
002922, 伊戈尔, 12.29
300925, 法本信息, 51.23
300475, 聚隆科技, 9.32
300076, GQY视讯, 4.66
002052, *ST同洲, 1.00
605299, 舒华体育, 11.34
603956, 威派格, 14.05
000550, 江铃汽车, 18.75
603277, 银都股份, 12.39
300488, 恒锋工具, 15.07
600767, ST运盛, 2.68
300513, 恒实科技, 10.72
300073, 当升科技, 59.34
300409, 道氏技术, 14.42
688312, 燕麦科技, 25.17
300654, 世纪天鸿, 8.40
002988, 豪美新材, 13.11
300399, 天利科技, 13.79
000157, 中联重科, 11.79
600235, 民丰特纸, 5.39
603588, 高能环境, 13.14
000510, 新金路, 4.38
603887, 城地香江, 16.18
300329, 海伦钢琴, 6.41
002319, *ST乐通, 6.41
002206, 海 利 得, 4.05
300500, 启迪设计, 11.82
002836, 新宏泽, 8.79
300761, 立华股份, 33.48
300062, 中能电气, 9.14
600132, 重庆啤酒, 124.94
300447, 全信股份, 13.90
